,NAME_2,Average Nighttime mean,system:index,AREA,NAME_1,Latitude,Longitude,PERIMETER,Population,population density,clusters,cluster labels
241,Oredo,0.817090553,586,262.469,Edo,6.213638973,5.523658739,82.168,495685.3049,1888.548,0,low_intensity
242,Orhionmwon,1.585779594,582,2314.122,Edo,6.051644949,5.975670493,264.797,142292.2916,61.48867329,0,low_intensity
243,Ovia North-East,0.635410104,527,2369.425,Edo,6.480107187,5.506323442,345.447,238742.5167,100.759685,0,low_intensity
244,Ovia South-West,0.076416368,526,2840.632,Edo,6.476808102,5.236962149,272.916,113198.9258,39.84990868,0,low_intensity
245,Owan East,0.056095672,489,1237.467,Edo,7.02752013,6.03244493,162.804,97431.8807,78.73493249,0,low_intensity
246,Owan West,0.061246845,506,705.306,Edo,6.902250109,5.87207887,128.408,71964.6956,102.0332956,0,low_intensity
247,Uhunmwonde,0.152083808,533,2027.641,Edo,6.492221916,5.88451998,186.343,366680.6406,180.8410072,0,low_intensity
248,Ado-Ekiti,0.341422325,434,323.285,Ekiti,7.596663669,5.278622535,82.789,563308.2752,1742.451011,0,low_intensity
249,Efon,0.073120282,417,178.489,Ekiti,7.661164227,4.955121704,60.518,55118.8644,308.8081865,0,low_intensity
250,Ekiti East,0.027952749,412,220.248,Ekiti,7.736422149,5.682819506,71.896,111712.0324,507.2102012,0,low_intensity
251,Ekiti South-West,0.04714199,441,307.087,Ekiti,7.509142442,5.076424331,83.109,67470.3555,219.7108816,0,low_intensity
252,Ekiti West,0.040228858,406,277.023,Ekiti,7.657539393,5.011015819,97.777,111331.8548,401.8866838,0,low_intensity
253,Emure,0.028031879,452,287.28,Ekiti,7.426410865,5.506011953,72.517,64423.5307,224.2534486,0,low_intensity
254,Gbonyin,0.018137575,427,420.251,Ekiti,7.598727168,5.499043653,107.031,91611.8421,217.9931567,0,low_intensity
255,Ido-Osi,0.078137443,399,262.414,Ekiti,7.840843085,5.168330358,69.305,156107.9381,594.8918049,0,low_intensity
256,Ijero,0.045772358,400,347.719,Ekiti,7.816727956,5.039569308,77.034,155667.9321,447.6831352,0,low_intensity
257,Ikere,0.181411962,450,204.225,Ekiti,7.483645471,5.219150253,61.707,125810.0766,616.0366096,0,low_intensity
258,Ikole,0.01389758,380,1005.353,Ekiti,7.862408059,5.512289218,157.519,148907.5508,148.1146928,0,low_intensity
259,Ilejemeje,0.032899788,391,100.102,Ekiti,7.93042652,5.217003545,43.234,28278.8962,282.5008112,0,low_intensity
260,Irepodun-Ifelodun,0.105352896,418,380.122,Ekiti,7.6970178,5.224239015,94.679,114916.1097,302.3137564,0,low_intensity
261,Ise-Orun,0.030714999,761,336.193,Ekiti,7.426272032,5.395239663,93.604,82734.8123,246.0932033,0,low_intensity
262,Moba,0.087674097,387,140.162,Ekiti,7.971167119,5.114304393,56.248,96584.7533,689.0937151,0,low_intensity
263,Oye,0.024298963,388,468.89,Ekiti,7.858469248,5.33933691,96.735,99727.5589,212.6886027,0,low_intensity
264,Aninri,0.036227422,604,293.127,Enugu,6.039421992,7.589767856,77.471,107066.2583,365.2555319,0,low_intensity
265,Awgu,0.141788206,589,451.503,Enugu,6.14519548,7.437002369,96.867,150902.5749,334.2227513,0,low_intensity
266,Enugu East,0.57383655,555,331.351,Enugu,6.548962616,7.539074218,74.022,328431.374,991.1887213,0,low_intensity
269,Ezeagu,0.075567682,566,618.06,Enugu,6.398115629,7.202846137,114.805,179742.0722,290.8165424,0,low_intensity
270,Igbo-Etiti,0.064408266,537,348.216,Enugu,6.67496908,7.406507066,77.96,113133.8798,324.8956963,0,low_intensity
271,Igbo-Eze-North,0.035327126,500,329.982,Enugu,7.009783835,7.438469152,69.29,108773.394,329.6343255,0,low_intensity
272,Igbo-Eze-South,0.06559927,507,184.238,Enugu,6.955858317,7.352201054,75.474,97396.0604,528.6426275,0,low_intensity
273,Isi-Uzo,0.018951468,525,893.94,Enugu,6.730658712,7.692936799,135.109,111648.6699,124.8950376,0,low_intensity
274,Nkanu East,0.090163535,559,829.008,Enugu,6.299242054,7.652077724,173.685,130290.9692,157.1649118,0,low_intensity
275,Nkanu West,0.462025449,579,275.984,Enugu,6.310981374,7.50901851,74.576,96747.5779,350.5550246,0,low_intensity
276,Nsukka,0.149540675,509,499.389,Enugu,6.839199875,7.353340265,126.22,370878.1713,742.6638779,0,low_intensity
277,Oji-River,0.131874361,593,372.979,Enugu,6.152150558,7.269474765,102.628,89078.976,238.8310763,0,low_intensity
278,Udenu,0.115684929,517,251.162,Enugu,6.861960522,7.549459749,67.231,142060.8562,565.6144488,0,low_intensity
279,Udi,0.178933778,550,925.411,Enugu,6.475583049,7.309750795,170.566,267391.4286,288.9434301,0,low_intensity
280,Uzo-Uwani,0.025978269,520,902.676,Enugu,6.734888056,7.120716267,184.382,92694.5514,102.6886185,0,low_intensity
281,Akko,0.204100056,245,2864.11,Gombe,10.14825693,11.06931737,266.37,548030.2024,191.3439785,0,low_intensity
282,Balanga,3.67E-05,260,1801.476,Gombe,9.844473884,11.72003397,216.627,214769.5019,119.2186307,0,low_intensity
283,Billiri,-0.005537116,265,839.195,Gombe,9.881023632,11.18028806,136.965,177841.587,211.9192643,0,low_intensity
284,Dukku,-0.006666514,205,3692.063,Gombe,10.80601386,10.87001452,270.941,256370.1804,69.43819225,0,low_intensity
285,Funakaye,0.043252227,218,1415.664,Gombe,10.80644346,11.40955096,150.326,207208.1497,146.3681705,0,low_intensity
287,Kaltungo,-0.008582746,262,1061.022,Gombe,9.87648258,11.50372216,143.977,174806.4627,164.7529106,0,low_intensity
288,Kwami,0.006232231,228,1658.694,Gombe,10.53238485,11.24020958,181.361,300006.3653,180.8690242,0,low_intensity
289,Nafada,0.002184343,203,1895.418,Gombe,11.10013024,11.21462745,171.672,93525.7254,49.34306069,0,low_intensity
290,Shomgom,-0.011925741,269,851.998,Gombe,9.687557856,11.24573221,127.024,134735.1645,158.1402357,0,low_intensity
291,Yamaltu-Deba,0.004686759,237,2169.225,Gombe,10.30178023,11.5398992,217.043,468311.0687,215.8886555,0,low_intensity
292,Aboh-Mbaise,0.154241151,673,167.423,Imo,5.425494184,7.25180357,71.728,294875.8995,1761.262786,0,low_intensity
293,Ahiazu-Mbaise,0.180510884,661,101.874,Imo,5.546393699,7.271346947,43.628,246518.3252,2419.835534,0,low_intensity
294,Ehime -Mbano,0.076361705,649,150.433,Imo,5.664908115,7.303041892,54.315,237419.3011,1578.239489,0,low_intensity
295,Ezinihitte,0.115274221,668,98.884,Imo,5.464619314,7.326616321,41.875,227651.9544,2302.212233,0,low_intensity
296,Ideato North,0.054400293,629,186.445,Imo,5.866929768,7.15943157,73.368,401331.2199,2152.544825,0,low_intensity
297,Ideato South,0.03161456,634,85.381,Imo,5.790747181,7.155467773,39.54,134290.1285,1572.833868,0,low_intensity
298,Ihitte-Uboma,0.139053909,654,71.269,Imo,5.621824102,7.365254042,44.026,135298.9168,1898.425919,0,low_intensity
299,Ikeduru,0.22380449,660,179.608,Imo,5.550246189,7.164229734,55.451,367991.7583,2048.86062,0,low_intensity
300,Isiala Mbano,0.096611405,651,183.36,Imo,5.667665288,7.203378758,64.341,462750.3562,2523.725765,0,low_intensity
301,Isu,0.15513558,653,35.316,Imo,5.678051135,7.070452713,25.166,169808.3465,4808.255366,0,low_intensity
302,Mbatoli,0.494737345,657,191.677,Imo,5.589524335,7.039378628,64.363,370473.7565,1932.802352,0,low_intensity
303,Ngor-Okpala,0.092989089,676,606.508,Imo,5.289260168,7.150182266,110.507,280193.0456,461.9774935,0,low_intensity
304,Njaba,0.204243191,648,80.798,Imo,5.700953033,7.026939472,47.548,254749.9835,3152.924373,0,low_intensity
305,Nkwerre,0.112916536,647,39.228,Imo,5.735041917,7.120756015,28.651,115168.9138,2935.885434,0,low_intensity
306,Nwangele,0.127673201,650,54.933,Imo,5.699012412,7.13679959,34.553,233379.408,4248.437333,0,low_intensity
307,Obowo,0.285748634,662,75.792,Imo,5.54926542,7.360098201,35.881,218732.096,2885.95229,0,low_intensity
309,Ohaji-Egbema,1.252819794,659,1151.802,Imo,5.402373934,6.824514409,166.39,331298.7712,287.6351762,0,low_intensity
310,Okigwe,0.042563712,628,267.045,Imo,5.810877556,7.32558642,80.064,228653.5553,856.2360475,0,low_intensity
311,Orlu,0.195530382,632,129.874,Imo,5.797408273,7.058453284,53.244,397624.0214,3061.613729,0,low_intensity
312,Orsu,0.125718848,630,136.963,Imo,5.861484939,6.997592531,49.344,222095.0477,1621.569677,0,low_intensity
313,Oru East,0.208681138,642,143.325,Imo,5.705575535,6.960153214,65.903,273397.3517,1907.534287,0,low_intensity
314,Oru West,0.214189996,637,92.013,Imo,5.742236019,6.91092584,50.475,244718.2341,2659.604992,0,low_intensity
316,Owerri North,0.584623202,667,198.882,Imo,5.441537986,7.09805806,73.423,395069.9085,1986.453819,0,low_intensity
317,Owerri West,0.505195252,664,304.436,Imo,5.432261558,6.980410316,90.073,358703.3373,1178.255322,0,low_intensity
318,Onuimo,0.028767037,635,85.708,Imo,5.773626739,7.241101354,40.663,132330.6565,1543.970884,0,low_intensity
319,Auyo,0.105367528,91,500.453,Jigawa,12.31550108,9.996892201,153.313,110535.3455,220.8705823,0,low_intensity
320,Babura,0.002277919,50,1043.889,Jigawa,12.58695039,8.837529219,154.618,318938.3139,305.5289537,0,low_intensity
321,Biriniwa,0.039891673,43,1587.695,Jigawa,12.78274911,10.03348447,173.679,199557.837,125.690285,0,low_intensity
322,Birnin Kudu,0.067298841,171,1435.966,Jigawa,11.45117822,9.490816626,177.797,501384.8795,349.1620829,0,low_intensity
323,Buji,0.044292758,167,546.281,Jigawa,11.56280156,9.732350811,108.467,157120.4794,287.6184224,0,low_intensity
324,Dutse,0.223607522,136,1036.537,Jigawa,11.77489077,9.298269655,155.571,463492.9154,447.1552057,0,low_intensity
325,Gagarawa,0.015451098,77,724.154,Jigawa,12.46513378,9.527916544,117.703,85268.174,117.748675,0,low_intensity
326,Garki,0.011491448,84,1297.764,Jigawa,12.37192364,9.081677703,197.344,229456.0766,176.8087854,0,low_intensity
327,Gumel,0.316810904,68,238.098,Jigawa,12.5946304,9.362072781,61.613,91314.2524,383.5154113,0,low_intensity
328,Guri,0.015305184,53,1074.267,Jigawa,12.61600944,10.45367046,137.085,108190.9033,100.7113718,0,low_intensity
329,Gwaram,0.011332317,192,2025.904,Jigawa,11.17834221,9.991843589,245.29,427415.6828,210.9752895,0,low_intensity
330,Gwiwa,0.113357986,51,562.784,Jigawa,12.73132618,8.252276287,98.635,99626.6547,177.024675,0,low_intensity
331,Hadejia,1.192634072,88,47.431,Jigawa,12.4271236,10.03112204,27.137,104526.0674,2203.750024,0,low_intensity
332,Jahun,0.02559372,121,1201.961,Jigawa,12.03398095,9.537859959,167.701,307127.0333,255.5216295,0,low_intensity
333,Kafin Hausa,0.013610783,100,1401.166,Jigawa,12.13236422,10.01016008,151.565,314482.8135,224.4436516,0,low_intensity
334,Kaugama,0.03947657,54,858.143,Jigawa,12.46961444,9.745257453,189.301,150989.9288,175.9496131,0,low_intensity
335,Kazaure,0.122230214,65,367.065,Jigawa,12.62412628,8.521348195,122.167,182651.1398,497.5988988,0,low_intensity
336,Kiri Kasama,0.103517109,62,808.531,Jigawa,12.53878906,10.22355906,138.621,171061.1375,211.5702892,0,low_intensity
337,Kiyawa,0.049419155,144,1106.815,Jigawa,11.81169948,9.575601187,175.273,290124.1109,262.1252069,0,low_intensity
338,Maigatari,0.01708663,758,1098.679,Jigawa,12.69140522,9.533658441,151.647,153527.7741,139.738517,0,low_intensity
339,Malam Madori,0.14078734,69,787.242,Jigawa,12.52628793,9.982115471,140.602,202428.7714,257.136651,0,low_intensity
340,Miga,0.020466011,106,618.096,Jigawa,12.19122587,9.675586637,112.198,157856.0054,255.3907571,0,low_intensity
341,Ringim,0.080108531,108,872.272,Jigawa,12.13033438,9.096445949,153.075,272605.9175,312.5239805,0,low_intensity
342,Roni,0.008958682,70,237.79,Jigawa,12.56151162,8.316402732,110.887,106491.6266,447.8389613,0,low_intensity
343,Sule Tankarkar,0.042741826,760,1488.303,Jigawa,12.62622333,9.170087581,180.385,207110.6545,139.158931,0,low_intensity
344,Taura,0.057987139,99,678.662,Jigawa,12.23304748,9.342632256,138.645,195141.845,287.5390769,0,low_intensity
345,Yankwashi,0.087393344,52,448.059,Jigawa,12.73012806,8.494743226,112.758,90451.7534,201.8746491,0,low_intensity
346,Birnin Gwari,0.017384537,200,6281.145,Kaduna,10.8573347,6.654622958,434.131,439061.7678,69.90154945,0,low_intensity
347,Chikun,0.124498362,224,4879.182,Kaduna,10.36694454,7.240920672,434.993,702917.6707,144.0646548,0,low_intensity
348,Giwa,0.014821193,198,1957.978,Kaduna,11.10451776,7.392072752,214.4,377897.4489,193.00393,0,low_intensity
349,Igabi,0.268399037,219,3508.283,Kaduna,10.71688931,7.547071207,349.105,825929.7055,235.4227711,0,low_intensity
350,Ikara,-0.000204,190,902.758,Kaduna,11.25264792,8.196087483,204.695,344838.1418,381.9829254,0,low_intensity
351,Jaba,0.034061751,284,429.905,Kaduna,9.448955533,8.03468141,98.461,157052.3173,365.3186571,0,low_intensity
352,Jema'a,0.010746586,290,1712.243,Kaduna,9.33521727,8.248236945,217.579,258235.1183,150.8168632,0,low_intensity
353,Kachia,0.000544,255,4624.107,Kaduna,9.818531789,7.648666673,362.304,338468.7953,73.1965751,0,low_intensity
356,Kagarko,0.048653405,763,2235.093,Kaduna,9.437805796,7.616832014,249.469,306589.9636,137.1710097,0,low_intensity
357,Kajuru,-0.003316936,242,2234.228,Kaduna,10.2523021,7.885087489,201.982,183670.5509,82.20761305,0,low_intensity
358,Kaura,0.05544266,278,508.776,Kaduna,9.593169817,8.457096992,104.383,166793.101,327.8320931,0,low_intensity
359,Kauru,-0.009680654,231,2739.35,Kaduna,10.26329012,8.286802621,317.624,336285.4222,122.7610281,0,low_intensity
360,Kubau,-0.002991397,211,2428.078,Kaduna,10.84709665,8.343238003,248.365,520846.5868,214.509825,0,low_intensity
361,Kudan,0.045997412,199,395.747,Kaduna,11.25202374,7.782917413,92.978,162827.5088,411.4434444,0,low_intensity
362,Lere,-0.00202759,232,2325.557,Kaduna,10.32653332,8.555375355,233.654,555958.757,239.0647733,0,low_intensity
363,Makarfi,0.023619613,194,518.896,Kaduna,11.30040706,7.971482223,95.01,321632.0574,619.8391535,0,low_intensity
364,Sabon Gari,0.907658277,206,244.708,Kaduna,11.15950119,7.688105219,70.784,320434.7833,1309.457735,0,low_intensity
365,Sanga,0.009227136,295,1323.478,Kaduna,9.213472919,8.481690889,203.467,214063.2505,161.742961,0,low_intensity
366,Soba,-0.002076367,209,2159.857,Kaduna,10.93982174,7.985741605,192.611,542500.2958,251.174173,0,low_intensity
367,Zangon Kataf,0.017815229,258,2633.826,Kaduna,9.822633253,8.22597972,213.156,360622.884,136.9197829,0,low_intensity
368,Zaria,0.507565908,213,303.404,Kaduna,11.023143,7.714277512,82.388,565567.7308,1864.074735,0,low_intensity
369,Ajingi,0.003929493,130,693.982,Kano,11.94796489,9.029501195,128.946,239619.6164,345.2821779,0,low_intensity
370,Albasu,0.009702905,170,460.539,Kano,11.62254543,9.091499579,117.04,213533.3643,463.6596777,0,low_intensity
371,Bagwai,0.014942649,120,383.842,Kano,12.08016926,8.118563776,85.513,211456.3729,550.8943078,0,low_intensity
372,Bebeji,0.118318925,169,758.962,Kano,11.49166084,8.284119602,113.861,248847.2285,327.8783767,0,low_intensity
373,Bichi,0.022093655,101,610.056,Kano,12.24283022,8.245625112,127.066,445252.321,729.8548346,0,low_intensity
374,Bunkure,0.057344632,164,470.368,Kano,11.66315062,8.567959462,118.722,242175.3577,514.8635913,0,low_intensity
376,Dambatta,0.015897551,80,800.022,Kano,12.39952488,8.619752326,135.711,367982.7104,459.9657389,0,low_intensity
377,Dawakin Kudu,0.212572162,151,351.8,Kano,11.79647742,8.64593769,101.37,382454.3916,1087.135849,0,low_intensity
378,Dawakin Tofa,0.125491925,116,449.088,Kano,12.12117243,8.368692298,115.287,424208.6994,944.6003888,0,low_intensity
379,Doguwa,0.004804571,207,1445.992,Kano,10.83418793,8.646021817,200.421,193906.3383,134.0991778,0,low_intensity
381,Gabasawa,0.023478853,109,660.079,Kano,12.15378945,8.835443657,116.994,262875.5934,398.2486845,0,low_intensity
382,Garko,-0.003368476,172,458.608,Kano,11.55063808,8.808933781,127.175,219544.2736,478.7188047,0,low_intensity
383,Garun Malam,0.127468583,166,240.516,Kano,11.64693873,8.373045626,69.719,150436.4323,625.4736995,0,low_intensity
384,Gaya,0.003059412,154,619.544,Kano,11.77295068,9.016087206,119.561,265273.4781,428.1753646,0,low_intensity
385,Gezawa,0.959274472,125,364.907,Kano,12.03363736,8.703944396,89.021,399867.5522,1095.806746,0,low_intensity
387,Gwarzo,0.041022885,141,363.268,Kano,11.8834986,7.941833468,91.415,327713.614,902.1262924,0,low_intensity
388,Kabo,0.048184287,146,314.364,Kano,11.8667322,8.172368881,94.478,142131.3494,452.1234919,0,low_intensity
390,Karaye,0.065967039,155,450.051,Kano,11.75039562,7.992822961,104.486,225782.4229,501.6818603,0,low_intensity
391,Kibiya,-0.006459693,178,373.929,Kano,11.4879074,8.64464937,85.52,146385.8359,391.4802968,0,low_intensity
392,Kiru,0.061113066,161,831.066,Kano,11.58852282,8.126619612,178.992,312943.83,376.5571326,0,low_intensity
394,Kunchi,0.005036805,83,706.672,Kano,12.40769156,8.253341051,113.824,211940.9125,299.9141221,0,low_intensity
395,Kura,0.168221299,158,240.989,Kano,11.77075117,8.470033232,78.902,186962.5926,775.8138031,0,low_intensity
396,Madobi,0.180882475,150,267.91,Kano,11.80999359,8.35477438,89.933,192410.5215,718.1908906,0,low_intensity
397,Makoda,0.017624796,81,403.585,Kano,12.40859583,8.46151557,122.794,206787.3492,512.3762013,0,low_intensity
398,Minjibir,0.124624434,107,415.334,Kano,12.17366119,8.597659497,89.745,351215.8834,845.62276,0,low_intensity
400,Rano,0.025300614,179,472.851,Kano,11.46649745,8.498752304,108.665,184905.243,391.0433583,0,low_intensity
401,Rimin Gado,0.070413168,138,210.163,Kano,11.92564573,8.2584499,78.295,101291.9619,481.9685763,0,low_intensity
402,Rogo,6.53E-05,177,814.539,Kano,11.50510088,7.84791856,114.528,301983.413,370.7415029,0,low_intensity
403,Shanono,0.015074542,110,626.404,Kano,12.06729684,7.940861297,126.97,157862.9711,252.0146281,0,low_intensity
404,Sumaila,-0.011383717,184,1190.879,Kano,11.31154184,8.870888222,157.924,371164.5493,311.6727638,0,low_intensity
405,Takai,0.017228475,180,786.059,Kano,11.46715012,9.143514153,137.931,275061.9215,349.9252874,0,low_intensity
407,Tofa,0.189094947,128,203.698,Kano,11.99572703,8.310674703,66.71,123758.0173,607.5563692,0,low_intensity
408,Tsanyawa,0.004250644,94,412.742,Kano,12.25019054,7.99336752,87.777,169730.1318,411.2257338,0,low_intensity
409,Tudun Wada,0.011051979,195,1132.51,Kano,11.25111607,8.556984468,226.083,278653.9702,246.0498982,0,low_intensity
411,Warawa,0.399647855,143,345.302,Kano,11.89882564,8.728475188,86.974,194546.6469,563.4101363,0,low_intensity
412,Wudil,0.03147369,152,335.617,Kano,11.74145421,8.838378481,105.949,214437.4466,638.9349961,0,low_intensity
413,Bakori,0.065894657,162,669.028,Katsina,11.60713461,7.434801111,136.59,343485.3825,513.409577,0,low_intensity
414,Batagarawa,0.197064379,36,442.871,Katsina,12.88516262,7.566188666,156.647,282857.8007,638.691178,0,low_intensity
415,Batsari,0.003616707,39,1072.743,Katsina,12.77216625,7.244708626,163.425,295853.2455,275.791355,0,low_intensity
416,Baure,-0.000779,47,735.83,Katsina,12.78769183,8.755763971,123.193,282913.3943,384.4820058,0,low_intensity
417,Bindawa,0.017816314,55,393.549,Katsina,12.7089658,7.85298859,110.336,270062.0589,686.2221957,0,low_intensity
418,Charanchi,0.018098035,63,464.027,Katsina,12.59488242,7.673961032,108.887,217790.0756,469.3478517,0,low_intensity
419,Dandume,0.055823364,186,428.777,Katsina,11.38757556,7.201173148,94.646,195180.2562,455.2022525,0,low_intensity
420,Danja,0.047447849,189,466.281,Katsina,11.38601676,7.564673086,121.701,193836.3891,415.7072433,0,low_intensity
421,Danmusa,-0.003613663,104,794.96,Katsina,12.20703584,7.334250498,124.908,208161.8005,261.8519177,0,low_intensity
422,Daura,0.093119864,30,314.929,Katsina,12.98523917,8.242109483,74.735,128285.2161,407.3464689,0,low_intensity
423,Dutsi,0.019073758,38,288.665,Katsina,12.90263359,8.136302841,83.753,107271.9371,371.6139369,0,low_intensity
424,Dutsinma,0.050037596,78,546.871,Katsina,12.42948478,7.519051515,119.138,306901.7631,561.1959001,0,low_intensity
425,Faskari,0.02589991,153,1701.466,Katsina,11.65618052,7.099663724,198.124,284888.0698,167.4368279,0,low_intensity
426,Funtua,0.293841279,183,482.248,Katsina,11.44281905,7.305979028,113.663,390558.0188,809.8696496,0,low_intensity
427,Ingawa,0.012488506,58,765.692,Katsina,12.60708302,8.068530894,159.374,208269.0558,272.0010863,0,low_intensity
428,Jibia,0.015283572,20,1099.06,Katsina,12.9855642,7.296388293,209.112,255795.794,232.7405183,0,low_intensity
429,Kafur,0.010714262,156,1031.357,Katsina,11.63658122,7.70052059,158.518,330098.0645,320.061884,0,low_intensity
430,Kaita,0.020997998,11,972.081,Katsina,13.16246705,7.723243228,137.735,252803.7792,260.0645205,0,low_intensity
431,Kankara,0.009294814,118,1435.922,Katsina,11.95409475,7.371022176,210.868,353637.3234,246.2789228,0,low_intensity
432,Kankia,0.029921676,74,853.836,Katsina,12.43209444,7.790752228,146.346,200213.4404,234.486998,0,low_intensity
434,Kurfi,0.011347405,49,558.026,Katsina,12.68434974,7.488803906,132.697,178314.8615,319.5457945,0,low_intensity
435,Kusada,0.008040642,82,399.347,Katsina,12.44139852,7.978341385,85.685,115261.2444,288.6242902,0,low_intensity
436,Mai'Adua,0.045216173,15,576.688,Katsina,13.14458383,8.207989388,122.765,170186.8688,295.1108204,0,low_intensity
437,Malumfashi,0.036815769,142,662.153,Katsina,11.83908055,7.65752298,133.543,380846.0196,575.1631717,0,low_intensity
438,Mani,0.021456909,28,775.836,Katsina,12.88463851,7.922192836,159.483,309711.905,399.1976462,0,low_intensity
439,Mashi,0.02405384,13,910.661,Katsina,13.12406113,7.983345225,141.039,308926.5094,339.2332706,0,low_intensity
440,Matazu,0.001318548,98,517.26,Katsina,12.24530625,7.627552973,93.649,158285.2705,306.0071734,0,low_intensity
441,Musawa,0.00265241,112,862.701,Katsina,12.07253995,7.695137791,167.405,178815.7823,207.2743422,0,low_intensity
442,Rimi,0.065169558,35,473.409,Katsina,12.82160096,7.694783671,117.871,303304.7314,640.6822249,0,low_intensity
443,Sabuwa,0.01968112,193,665.734,Katsina,11.28418074,7.093503468,131.035,146364.4222,219.8542093,0,low_intensity
444,Safana,-0.003776581,71,1353.244,Katsina,12.46986042,7.260129069,157.759,233431.1054,172.497425,0,low_intensity
445,Sandamu,0.01459833,41,287.807,Katsina,12.89188358,8.348610372,77.109,103430.8879,359.3758592,0,low_intensity
446,Zango,0.007667652,31,648.034,Katsina,12.93936925,8.530927568,112.034,164024.6486,253.1111772,0,low_intensity
447,Aleiro,0.180126855,95,366.516,Kebbi,12.24898777,4.478593021,81.196,64228.5316,175.2407306,0,low_intensity
448,Arewa Dandi,0.006829548,19,4952.362,Kebbi,12.69408742,4.055095217,374.855,249083.8789,50.29597572,0,low_intensity
449,Argungu,0.095235451,57,1207.803,Kebbi,12.63437062,4.441094495,171.732,227949.1784,188.7304291,0,low_intensity
450,Augie,0.028542665,24,1519.903,Kebbi,12.87537955,4.640789605,178.015,108214.5644,71.19833595,0,low_intensity
451,Bagudu,0.002990419,754,4919.312,Kebbi,11.3169455,3.964112828,327.435,347390.3716,70.6176741,0,low_intensity
452,Birnin Kebbi,0.294839581,76,1253.632,Kebbi,12.41304014,4.304825012,172.714,422641.7664,337.133837,0,low_intensity
453,Bunza,0.042321667,115,808.811,Kebbi,12.10347023,3.969043414,111.823,167071.2602,206.5640307,0,low_intensity
454,Dandi,0.029360655,127,2210.102,Kebbi,11.79481155,3.837454824,198.234,150372.6405,68.03877853,0,low_intensity
455,Wasagu-Danko,-0.006526368,768,3442.304,Kebbi,11.4171193,5.651138235,339.835,337427.9165,98.02385742,0,low_intensity
456,Fakai,0.003921262,173,1959.322,Kebbi,11.49284221,4.930894685,214.264,136543.425,69.6891195,0,low_intensity
457,Gwandu,0.058178824,72,856.333,Kebbi,12.46654335,4.677673563,160.225,203207.2411,237.2993229,0,low_intensity
458,Jega,0.038995213,114,904.481,Kebbi,12.03335407,4.485579777,139.043,194743.1176,215.309241,0,low_intensity
459,Kalgo,0.03630422,89,696.867,Kebbi,12.26319279,4.082632534,128.713,111759.5731,160.3743226,0,low_intensity
460,Koko-Besse,0.008911706,174,1309.468,Kebbi,11.43553052,4.439522314,193.856,170600.358,130.2821894,0,low_intensity
461,Maiyama,0.024232575,113,1482.546,Kebbi,11.90556644,4.352988708,205.124,196149.6071,132.3059164,0,low_intensity
462,Ngaski,-0.003799071,216,2595.889,Kebbi,10.54388828,4.774278414,308.5,129342.3709,49.82584806,0,low_intensity
463,Sakaba,-0.01161102,197,1359.464,Kebbi,11.14853626,5.544382965,174.433,132836.212,97.71219539,0,low_intensity
464,Shanga,0.001643734,187,1502.343,Kebbi,11.20841565,4.726687552,205.3,183220.0049,121.9561744,0,low_intensity
465,Suru,0.015675748,132,1288.358,Kebbi,11.77074914,4.13634038,192.822,190251.4035,147.6696722,0,low_intensity
466,Yauri,0.001536622,210,953.027,Kebbi,11.00141418,4.606525387,205.94,101747.1478,106.7620831,0,low_intensity
467,Zuru,0.004326844,168,523.199,Kebbi,11.4808801,5.307618809,138.763,227102.4801,434.0652029,0,low_intensity
468,Adavi,0.099715636,410,717.632,Kogi,7.641412889,6.433701073,163.042,272742.9786,380.0596665,0,low_intensity
469,Ajaokuta,0.124730925,421,1375.68,Kogi,7.494015682,6.589818143,168.086,114023.6088,82.88527041,0,low_intensity
470,Ankpa,0.002143709,439,1269.452,Kogi,7.433711677,7.651150523,166.68,260857.9453,205.4886245,0,low_intensity
471,Bassa,0.020638672,386,1924.212,Kogi,7.770953126,7.024394532,241.143,105978.6511,55.07639028,0,low_intensity
472,Dekina,0.021440356,411,2495.273,Kogi,7.548162861,7.176570267,232.029,398693.1336,159.7793643,0,low_intensity
473,Ibaji,-0.000584,508,1382.18,Kogi,6.799308643,6.763027373,165.275,66559.1411,48.15519042,0,low_intensity
474,Idah,0.003247121,502,47.846,Kogi,7.06072277,6.713153885,30.648,35322.7548,738.2593069,0,low_intensity
475,Igalamela-Odolu,0.004876115,487,1997.448,Kogi,7.057314387,7.018737145,227.234,158820.4843,79.51169908,0,low_intensity
476,Ijumu,0.011861267,377,915.216,Kogi,7.848778363,5.956135866,156.888,100911.8984,110.2601991,0,low_intensity
477,Kabba-Bunu,0.05564351,356,2701.448,Kogi,8.062777986,6.203364061,282.78,142515.4472,52.75520654,0,low_intensity
478,Koton-Karfe,0.015548452,357,1533.698,Kogi,8.123407648,6.859037788,192.229,68992.1184,44.98416142,0,low_intensity
479,Lokoja,0.065707029,340,3406.807,Kogi,8.172968519,6.460339465,395.127,248124.0701,72.83185402,0,low_intensity
480,Mopa-Muro,0.008767779,363,878.826,Kogi,8.103316065,5.878465265,133.681,40492.2346,46.07537169,0,low_intensity
481,Ofu,0.025346601,460,1658.558,Kogi,7.302833482,7.038166309,266.705,161173.9098,97.17713206,0,low_intensity
482,Ogori-Magongo,0.086777175,456,74.93,Kogi,7.46150387,6.153370107,40.438,19590.8858,261.4558361,0,low_intensity
