,lga,Borehole,Don't Know,Handpump,Overhead Tank,Rainwater Harvesting System,Tap,Unimproved,Unimproved Large Diameter Well,Unimproved Rainwater Harvesting System,Unimproved Well,Unprotected Spring,Untreated Surface Water,,Average Nighttime mean,system:index,AREA,STATE,Latitude,Longitude,PERIMETER,Population
75,yobe jakusko,51,69,0,0,0,119,0,0,0,30,0,0,,0.002044899,56,3908.839,Yobe,12.40609219,10.91499655,290.617,169834.2828
181,yobe karasuwa,1,0,128,0,0,33,62,13,0,0,0,0,,0.005141528,27,1161.392,Yobe,12.93724777,10.74710239,201.644,102878.621
681,yobe machina,119,0,0,0,0,8,0,0,0,42,0,0,,-0.000366,18,1243.824,Yobe,13.02614718,9.998433484,180.189,106158.0236
754,yobe nangere,0,0,8,50,0,5,10,0,0,0,0,0,,0.048984064,129,998.029,Yobe,11.7931178,10.99906405,159.144,202819.9121
549,yobe nguru,366,0,0,0,0,11,0,0,0,3,0,3,,0.009542132,25,946.864,Yobe,12.94592461,10.3635697,131.456,160624.3462
336,yobe potiskum,31,0,0,0,0,12,0,0,0,56,0,1,,0.071719732,159,553.724,Yobe,11.69981758,11.19555791,99.835,435233.3322
616,yobe tarmuwa,0,0,20,51,0,33,89,0,0,0,0,0,,-0.000991,86,4504.328,Yobe,12.21004838,11.82883726,319.692,129830.2395
411,yobe yunusari,4,0,94,0,0,133,275,86,0,0,0,0,,0.004352377,10,3880.036,Yobe,13.10450137,11.74730105,347.123,208196.5167
166,yobe yusufari,0,0,30,11,0,3,0,0,0,0,0,0,,0.002478698,9,4292.148,Yobe,13.16310127,10.85230728,376.191,172082.914
507,zamfara anka,0,0,89,37,0,2,66,0,0,0,0,0,,-0.00033,102,2414.346,Zamfara,11.95629224,6.056730414,230.913,147432.8472
20,zamfara bakura,0,0,102,18,0,10,120,0,0,0,0,0,,0.040151909,59,2366.145,Zamfara,12.52981379,5.836028831,203.482,156087.663
93,zamfara birnin magaji,0,0,119,33,0,22,9,0,0,0,0,0,,0.000118,73,1112.499,Zamfara,12.4825398,6.893006424,144.461,195741.5361
566,zamfara bukkuyum,0,0,118,0,0,31,0,16,0,0,0,0,,-0.005577652,105,3128.65,Zamfara,11.93120186,5.700714154,247.598,237082.1594
137,zamfara bungudu,101,1,0,0,0,131,0,0,0,118,0,0,,0.03064773,87,1728.315,Zamfara,12.17479268,6.549680925,255.969,322814.8375
639,zamfara gummi,56,1,0,0,0,16,0,0,0,81,0,0,,0.005618319,111,3263.867,Zamfara,11.98370416,5.270665528,249.896,271521.3309
269,zamfara gusau,138,3,0,0,0,38,4,0,0,82,0,5,,0.103958573,93,3062.505,Zamfara,11.9126915,6.766807688,413.17,465871.2747
349,zamfara kaura namoda,203,1,0,0,0,59,1,0,0,71,4,0,,0.040189567,67,677.842,Zamfara,12.53641215,6.593420659,141.58,261690.0572
25,zamfara maradun,60,2,0,0,0,20,0,0,0,118,0,5,,-0.006153864,34,2331.225,Zamfara,12.75167786,6.274630648,235.205,181721.3912
469,zamfara maru,20,1,153,0,0,31,67,13,0,0,0,0,,0.008840139,773,7795.261,Zamfara,11.48607841,6.342002919,536.5,380663.8793
609,zamfara shinkafi,60,37,0,0,0,100,0,0,0,48,1,0,,0.000263,22,920.291,Zamfara,13.01383395,6.472302265,144.767,130267.2089
309,zamfara talata mafara,113,2,0,0,0,15,0,0,0,59,4,0,,0.02086543,75,1015.738,Zamfara,12.36682636,6.116023814,135.481,190256.4587
87,zamfara tsafe,0,0,128,24,0,19,130,0,0,0,0,0,,0.011178933,124,2060.054,Zamfara,11.93082803,6.926340563,191.971,264298.4493
453,zamfara zurmi,7,1,181,0,0,41,0,30,0,0,0,0,,-0.000399,756,2782.613,Zamfara,12.83184429,6.781314483,282.126,251731.8971
